year,date,tournament_id,tournament_name,match_name,stage,home_team,away_team,home_team_code,away_team_code,home_goals,away_goals,score,result,home_team_win,away_team_win,draw,extra_time,penalty_shootout,score_penalties,stadium,stadium_id,stadium_name,city,host_country,host_team,attendance,match_time,referee,notes
1998,1998-06-15,WC-1998,1998 FIFA World Cup,England v Tunisia,Group stage,England,Tunisia,ENG,TUN,2,0,2-0,home team win,1,0,no,no,no,0-0,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,54587,14:30,,
1998,1998-06-15,WC-1998,1998 FIFA World Cup,Germany v United States,Group stage,Germany,United States,DEU,USA,2,0,2-0,home team win,1,0,no,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,49000,21:00,,
1998,1998-06-15,WC-1998,1998 FIFA World Cup,Romania v Colombia,Group stage,Romania,Colombia,ROU,COL,1,0,1-0,home team win,1,0,no,no,no,0-0,Stade de Gerland,S-041,Stade de Gerland,Lyon,France,0.0,43300,17:30,,
1998,1998-06-16,WC-1998,1998 FIFA World Cup,Brazil v Morocco,Group stage,Brazil,Morocco,BRA,MAR,3,0,3-0,home team win,1,0,no,no,no,0-0,Stade de la Beaujoire,S-044,Stade de la Beaujoire,Nantes,France,0.0,38500,21:00,,
1998,1998-06-16,WC-1998,1998 FIFA World Cup,Scotland v Norway,Group stage,Scotland,Norway,SCO,NOR,1,1,1-1,draw,0,0,yes,no,no,0-0,Stade du Parc Lescure,S-037,Stade du Parc Lescure,Bordeaux,France,0.0,31800,17:30,,
1998,1998-06-17,WC-1998,1998 FIFA World Cup,Chile v Austria,Group stage,Chile,Austria,CHL,AUT,1,1,1-1,draw,0,0,yes,no,no,0-0,Stade Geoffroy-Guichard,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,0.0,36000,17:30,,
1998,1998-06-17,WC-1998,1998 FIFA World Cup,Italy v Cameroon,Group stage,Italy,Cameroon,ITA,CMR,3,0,3-0,home team win,1,0,no,no,no,0-0,Stade de la Mosson,S-043,Stade de la Mosson,Montpellier,France,0.0,35500,21:00,,
1998,1998-06-18,WC-1998,1998 FIFA World Cup,France v Saudi Arabia,Group stage,France,Saudi Arabia,FRA,SAU,4,0,4-0,home team win,1,0,no,no,no,0-0,Stade de France,S-048,Stade de France,Saint-Denis,France,1.0,80000,21:00,,
1998,1998-06-18,WC-1998,1998 FIFA World Cup,South Africa v Denmark,Group stage,South Africa,Denmark,ZAF,DNK,1,1,1-1,draw,0,0,yes,no,no,0-0,Stade de Toulouse,S-051,Stade de Toulouse,Toulouse,France,0.0,33500,17:30,,
1998,1998-06-19,WC-1998,1998 FIFA World Cup,Nigeria v Bulgaria,Group stage,Nigeria,Bulgaria,NGA,BGR,1,0,1-0,home team win,1,0,no,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,48000,17:30,,
1998,1998-06-19,WC-1998,1998 FIFA World Cup,Spain v Paraguay,Group stage,Spain,Paraguay,ESP,PRY,0,0,0-0,draw,0,0,yes,no,no,0-0,Stade Geoffroy-Guichard,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,0.0,36000,21:00,,
1998,1998-06-20,WC-1998,1998 FIFA World Cup,Belgium v Mexico,Group stage,Belgium,Mexico,BEL,MEX,2,2,2-2,draw,0,0,yes,no,no,0-0,Stade du Parc Lescure,S-037,Stade du Parc Lescure,Bordeaux,France,0.0,31800,17:30,,
1998,1998-06-20,WC-1998,1998 FIFA World Cup,Japan v Croatia,Group stage,Japan,Croatia,JPN,HRV,0,1,0-1,away team win,0,1,no,no,no,0-0,Stade de la Beaujoire,S-044,Stade de la Beaujoire,Nantes,France,0.0,35500,14:30,,
1998,1998-06-20,WC-1998,1998 FIFA World Cup,Netherlands v South Korea,Group stage,Netherlands,South Korea,NLD,KOR,5,0,5-0,home team win,1,0,no,no,no,0-0,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,55000,21:00,,
1998,1998-06-21,WC-1998,1998 FIFA World Cup,Argentina v Jamaica,Group stage,Argentina,Jamaica,ARG,JAM,5,0,5-0,home team win,1,0,no,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,45500,17:30,,
1998,1998-06-21,WC-1998,1998 FIFA World Cup,Germany v Yugoslavia,Group stage,Germany,Yugoslavia,DEU,YUG,2,2,2-2,draw,0,0,yes,no,no,0-0,Stade Félix-Bollaert,S-039,Stade Félix-Bollaert,Lens,France,0.0,,14:30,,
1998,1998-06-21,WC-1998,1998 FIFA World Cup,United States v Iran,Group stage,United States,Iran,USA,IRN,1,2,1-2,away team win,0,1,no,no,no,0-0,Stade de Gerland,S-041,Stade de Gerland,Lyon,France,0.0,,21:00,,
1998,1998-06-22,WC-1998,1998 FIFA World Cup,Colombia v Tunisia,Group stage,Colombia,Tunisia,COL,TUN,1,0,1-0,home team win,1,0,no,no,no,0-0,Stade de la Mosson,S-043,Stade de la Mosson,Montpellier,France,0.0,35500,17:30,,
1998,1998-06-22,WC-1998,1998 FIFA World Cup,Romania v England,Group stage,Romania,England,ROU,ENG,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de Toulouse,S-051,Stade de Toulouse,Toulouse,France,0.0,33140,21:00,,
1998,1998-06-23,WC-1998,1998 FIFA World Cup,Brazil v Norway,Group stage,Brazil,Norway,BRA,NOR,1,2,1-2,away team win,0,1,no,no,no,0-0,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,57000,21:00,,
1998,1998-06-23,WC-1998,1998 FIFA World Cup,Chile v Cameroon,Group stage,Chile,Cameroon,CHL,CMR,1,1,1-1,draw,0,0,yes,no,no,0-0,Stade de la Beaujoire,S-044,Stade de la Beaujoire,Nantes,France,0.0,39500,16:00,,
1998,1998-06-23,WC-1998,1998 FIFA World Cup,Italy v Austria,Group stage,Italy,Austria,ITA,AUT,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de France,S-048,Stade de France,Saint-Denis,France,0.0,80000,16:00,,
1998,1998-06-23,WC-1998,1998 FIFA World Cup,Scotland v Morocco,Group stage,Scotland,Morocco,SCO,MAR,0,3,0-3,away team win,0,1,no,no,no,0-0,Stade Geoffroy-Guichard,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,0.0,36000,21:00,,
1998,1998-06-24,WC-1998,1998 FIFA World Cup,France v Denmark,Group stage,France,Denmark,FRA,DNK,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de Gerland,S-041,Stade de Gerland,Lyon,France,1.0,39100,16:00,,
1998,1998-06-24,WC-1998,1998 FIFA World Cup,Nigeria v Paraguay,Group stage,Nigeria,Paraguay,NGA,PRY,1,3,1-3,away team win,0,1,no,no,no,0-0,Stade de Toulouse,S-051,Stade de Toulouse,Toulouse,France,0.0,33400,21:00,,
1998,1998-06-24,WC-1998,1998 FIFA World Cup,South Africa v Saudi Arabia,Group stage,South Africa,Saudi Arabia,ZAF,SAU,2,2,2-2,draw,0,0,yes,no,no,0-0,Stade du Parc Lescure,S-037,Stade du Parc Lescure,Bordeaux,France,0.0,31800,16:00,,
1998,1998-06-24,WC-1998,1998 FIFA World Cup,Spain v Bulgaria,Group stage,Spain,Bulgaria,ESP,BGR,6,1,6-1,home team win,1,0,no,no,no,0-0,Stade Félix-Bollaert,S-039,Stade Félix-Bollaert,Lens,France,0.0,41275,21:00,,
1998,1998-06-25,WC-1998,1998 FIFA World Cup,Belgium v South Korea,Group stage,Belgium,South Korea,BEL,KOR,1,1,1-1,draw,0,0,yes,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,45500,16:00,,
1998,1998-06-25,WC-1998,1998 FIFA World Cup,Germany v Iran,Group stage,Germany,Iran,DEU,IRN,2,0,2-0,home team win,1,0,no,no,no,0-0,Stade de la Mosson,S-043,Stade de la Mosson,Montpellier,France,0.0,,21:00,,
1998,1998-06-25,WC-1998,1998 FIFA World Cup,Netherlands v Mexico,Group stage,Netherlands,Mexico,NLD,MEX,2,2,2-2,draw,0,0,yes,no,no,0-0,Stade Geoffroy-Guichard,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,0.0,30600,16:00,,
1998,1998-06-25,WC-1998,1998 FIFA World Cup,United States v Yugoslavia,Group stage,United States,Yugoslavia,USA,YUG,0,1,0-1,away team win,0,1,no,no,no,0-0,Stade de la Beaujoire,S-044,Stade de la Beaujoire,Nantes,France,0.0,,21:00,,
1998,1998-06-26,WC-1998,1998 FIFA World Cup,Argentina v Croatia,Group stage,Argentina,Croatia,ARG,HRV,1,0,1-0,home team win,1,0,no,no,no,0-0,Stade du Parc Lescure,S-037,Stade du Parc Lescure,Bordeaux,France,0.0,31800,16:00,,
1998,1998-06-26,WC-1998,1998 FIFA World Cup,Colombia v England,Group stage,Colombia,England,COL,ENG,0,2,0-2,away team win,0,1,no,no,no,0-0,Stade Félix-Bollaert,S-039,Stade Félix-Bollaert,Lens,France,0.0,42000,21:00,,
1998,1998-06-26,WC-1998,1998 FIFA World Cup,Japan v Jamaica,Group stage,Japan,Jamaica,JPN,JAM,1,2,1-2,away team win,0,1,no,no,no,0-0,Stade de Gerland,S-041,Stade de Gerland,Lyon,France,0.0,39100,16:00,,
1998,1998-06-26,WC-1998,1998 FIFA World Cup,Romania v Tunisia,Group stage,Romania,Tunisia,ROU,TUN,1,1,1-1,draw,0,0,yes,no,no,0-0,Stade de France,S-048,Stade de France,Saint-Denis,France,0.0,80000,21:00,,
1998,1998-06-27,WC-1998,1998 FIFA World Cup,Brazil v Chile,Round of 16,Brazil,Chile,BRA,CHL,4,1,4-1,home team win,1,0,no,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,45500,21:00,,
1998,1998-06-27,WC-1998,1998 FIFA World Cup,Italy v Norway,Round of 16,Italy,Norway,ITA,NOR,1,0,1-0,home team win,1,0,no,no,no,0-0,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,55000,16:30,,
1998,1998-06-28,WC-1998,1998 FIFA World Cup,France v Paraguay,Round of 16,France,Paraguay,FRA,PRY,1,0,1-0,home team win,1,0,no,yes,no,0-0,Stade Félix-Bollaert,S-039,Stade Félix-Bollaert,Lens,France,1.0,31800,16:30,,Required Extra Time
1998,1998-06-28,WC-1998,1998 FIFA World Cup,Nigeria v Denmark,Round of 16,Nigeria,Denmark,NGA,DNK,1,4,1-4,away team win,0,1,no,no,no,0-0,Stade de France,S-048,Stade de France,Saint-Denis,France,0.0,77000,21:00,,
1998,1998-06-29,WC-1998,1998 FIFA World Cup,Germany v Mexico,Round of 16,Germany,Mexico,DEU,MEX,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de la Mosson,S-043,Stade de la Mosson,Montpellier,France,0.0,29800,16:30,,
1998,1998-06-29,WC-1998,1998 FIFA World Cup,Netherlands v Yugoslavia,Round of 16,Netherlands,Yugoslavia,NLD,YUG,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de Toulouse,S-051,Stade de Toulouse,Toulouse,France,0.0,,21:00,,
1998,1998-06-30,WC-1998,1998 FIFA World Cup,Argentina v England,Round of 16,Argentina,England,ARG,ENG,2,2,2-2,home team win,1,0,no,yes,yes,4-3,Stade Geoffroy-Guichard,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,0.0,30600,21:00,,Argentina won on penalty kicks following extra time
1998,1998-06-30,WC-1998,1998 FIFA World Cup,Romania v Croatia,Round of 16,Romania,Croatia,ROU,HRV,0,1,0-1,away team win,0,1,no,no,no,0-0,Stade du Parc Lescure,S-037,Stade du Parc Lescure,Bordeaux,France,0.0,31800,16:30,,
1998,1998-07-03,WC-1998,1998 FIFA World Cup,Brazil v Denmark,Quarter-finals,Brazil,Denmark,BRA,DNK,3,2,3-2,home team win,1,0,no,no,no,0-0,Stade de la Beaujoire,S-044,Stade de la Beaujoire,Nantes,France,0.0,49500,21:00,,
1998,1998-07-04,WC-1998,1998 FIFA World Cup,Germany v Croatia,Quarter-finals,Germany,Croatia,DEU,HRV,0,3,0-3,away team win,0,1,no,no,no,0-0,Stade de Gerland,S-041,Stade de Gerland,Lyon,France,0.0,43300,21:00,,
1998,1998-07-04,WC-1998,1998 FIFA World Cup,Netherlands v Argentina,Quarter-finals,Netherlands,Argentina,NLD,ARG,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,60000,16:30,,
1998,1998-07-07,WC-1998,1998 FIFA World Cup,Brazil v Netherlands,Semi-finals,Brazil,Netherlands,BRA,NLD,1,1,1-1,home team win,1,0,no,yes,yes,4-2,Stade Vélodrome,S-042,Stade Vélodrome,Marseille,France,0.0,60000,21:00,,Brazil won on penalty kicks following extra time
1998,1998-07-08,WC-1998,1998 FIFA World Cup,France v Croatia,Semi-finals,France,Croatia,FRA,HRV,2,1,2-1,home team win,1,0,no,no,no,0-0,Stade de France,S-048,Stade de France,Saint-Denis,France,1.0,80000,21:00,,
1998,1998-07-11,WC-1998,1998 FIFA World Cup,Netherlands v Croatia,Third place,Netherlands,Croatia,NLD,HRV,1,2,1-2,away team win,0,1,no,no,no,0-0,Parc des Princes,S-045,Parc des Princes,Paris,France,0.0,44000,21:00,,
2002,2002-05-31,WC-2002,2002 FIFA World Cup,France v Senegal,Group stage,France,Senegal,FRA,SEN,0,1,0-1,away team win,0,1,no,no,no,0-0,Seoul World Cup Stadium,S-144,Seoul World Cup Stadium,Seoul,"Korea Republic, Japan",0.0,62561,20:30,,
2002,2002-06-01,WC-2002,2002 FIFA World Cup,Germany v Saudi Arabia,Group stage,Germany,Saudi Arabia,DEU,SAU,8,0,8-0,home team win,1,0,no,no,no,0-0,Sapporo Dome,S-092,Sapporo Dome,Sapporo,"Korea Republic, Japan",0.0,32218,20:30,,
2002,2002-06-01,WC-2002,2002 FIFA World Cup,Republic of Ireland v Cameroon,Group stage,Republic of Ireland,Cameroon,IRL,CMR,1,1,1-1,draw,0,0,yes,no,no,0-0,Niigata Stadium,S-088,Niigata Stadium,Niigata,"Korea Republic, Japan",0.0,33679,15:30,,
2002,2002-06-01,WC-2002,2002 FIFA World Cup,Uruguay v Denmark,Group stage,Uruguay,Denmark,URY,DNK,1,2,1-2,away team win,0,1,no,no,no,0-0,Ulsan Munsu Football Stadium,S-146,Ulsan Munsu Football Stadium,Ulsan,"Korea Republic, Japan",0.0,30157,18:00,,
2002,2002-06-02,WC-2002,2002 FIFA World Cup,Argentina v Nigeria,Group stage,Argentina,Nigeria,ARG,NGA,1,0,1-0,home team win,1,0,no,no,no,0-0,Kashima Stadium,S-085,Kashima Stadium,Ibaraki,"Korea Republic, Japan",0.0,34050,14:30,,
2002,2002-06-02,WC-2002,2002 FIFA World Cup,England v Sweden,Group stage,England,Sweden,ENG,SWE,1,1,1-1,draw,0,0,yes,no,no,0-0,Saitama Stadium,S-091,Saitama Stadium,Saitama,"Korea Republic, Japan",0.0,52721,18:30,,
2002,2002-06-02,WC-2002,2002 FIFA World Cup,Paraguay v South Africa,Group stage,Paraguay,South Africa,PRY,ZAF,2,2,2-2,draw,0,0,yes,no,no,0-0,Busan Asiad Stadium,S-137,Busan Asiad Stadium,Busan,"Korea Republic, Japan",0.0,25186,16:30,,
2002,2002-06-02,WC-2002,2002 FIFA World Cup,Spain v Slovenia,Group stage,Spain,Slovenia,ESP,SVN,3,1,3-1,home team win,1,0,no,no,no,0-0,Gwangju World Cup Stadium,S-140,Gwangju World Cup Stadium,Gwangju,"Korea Republic, Japan",0.0,28588,20:30,,
2002,2002-06-03,WC-2002,2002 FIFA World Cup,Brazil v Turkey,Group stage,Brazil,Turkey,BRA,TUR,2,1,2-1,home team win,1,0,no,no,no,0-0,Ulsan Munsu Football Stadium,S-146,Ulsan Munsu Football Stadium,Ulsan,South Korea,0.0,,18:00,,
2002,2002-06-03,WC-2002,2002 FIFA World Cup,Croatia v Mexico,Group stage,Croatia,Mexico,HRV,MEX,0,1,0-1,away team win,0,1,no,no,no,0-0,Niigata Stadium,S-088,Niigata Stadium,Niigata,"Korea Republic, Japan",0.0,32239,15:30,,
2002,2002-06-03,WC-2002,2002 FIFA World Cup,Italy v Ecuador,Group stage,Italy,Ecuador,ITA,ECU,2,0,2-0,home team win,1,0,no,no,no,0-0,Sapporo Dome,S-092,Sapporo Dome,Sapporo,"Korea Republic, Japan",0.0,31081,20:30,,
2002,2002-06-04,WC-2002,2002 FIFA World Cup,China v Costa Rica,Group stage,China,Costa Rica,CHN,CRI,0,2,0-2,away team win,0,1,no,no,no,0-0,Gwangju World Cup Stadium,S-140,Gwangju World Cup Stadium,Gwangju,South Korea,0.0,,15:30,,
2002,2002-06-04,WC-2002,2002 FIFA World Cup,Japan v Belgium,Group stage,Japan,Belgium,JPN,BEL,2,2,2-2,draw,0,0,yes,no,no,0-0,Saitama Stadium,S-091,Saitama Stadium,Saitama,"Korea Republic, Japan",1.0,55256,18:00,,
2002,2002-06-04,WC-2002,2002 FIFA World Cup,South Korea v Poland,Group stage,South Korea,Poland,KOR,POL,2,0,2-0,home team win,1,0,no,no,no,0-0,Busan Asiad Stadium,S-137,Busan Asiad Stadium,Busan,"Korea Republic, Japan",1.0,48760,20:30,,
2002,2002-06-05,WC-2002,2002 FIFA World Cup,Germany v Republic of Ireland,Group stage,Germany,Republic of Ireland,DEU,IRL,1,1,1-1,draw,0,0,yes,no,no,0-0,Kashima Stadium,S-085,Kashima Stadium,Ibaraki,"Korea Republic, Japan",0.0,35854,20:30,,
2002,2002-06-05,WC-2002,2002 FIFA World Cup,Russia v Tunisia,Group stage,Russia,Tunisia,RUS,TUN,2,0,2-0,home team win,1,0,no,no,no,0-0,Kobe Wing Stadium,S-086,Kobe Wing Stadium,Kobe,"Korea Republic, Japan",0.0,30957,15:30,,
2002,2002-06-05,WC-2002,2002 FIFA World Cup,United States v Portugal,Group stage,United States,Portugal,USA,PRT,3,2,3-2,home team win,1,0,no,no,no,0-0,Suwon World Cup Stadium,S-145,Suwon World Cup Stadium,Suwon,"Korea Republic, Japan",0.0,37306,18:00,,
2002,2002-06-06,WC-2002,2002 FIFA World Cup,Cameroon v Saudi Arabia,Group stage,Cameroon,Saudi Arabia,CMR,SAU,1,0,1-0,home team win,1,0,no,no,no,0-0,Saitama Stadium,S-091,Saitama Stadium,Saitama,"Korea Republic, Japan",0.0,52328,18:00,,
2002,2002-06-06,WC-2002,2002 FIFA World Cup,Denmark v Senegal,Group stage,Denmark,Senegal,DNK,SEN,1,1,1-1,draw,0,0,yes,no,no,0-0,Daegu World Cup Stadium,S-138,Daegu World Cup Stadium,Daegu,"Korea Republic, Japan",0.0,43500,15:30,,
2002,2002-06-06,WC-2002,2002 FIFA World Cup,France v Uruguay,Group stage,France,Uruguay,FRA,URY,0,0,0-0,draw,0,0,yes,no,no,0-0,Busan Asiad Stadium,S-137,Busan Asiad Stadium,Busan,"Korea Republic, Japan",0.0,38070,20:30,,
2002,2002-06-07,WC-2002,2002 FIFA World Cup,Argentina v England,Group stage,Argentina,England,ARG,ENG,0,1,0-1,away team win,0,1,no,no,no,0-0,Sapporo Dome,S-092,Sapporo Dome,Sapporo,"Korea Republic, Japan",0.0,35927,20:30,,
2002,2002-06-07,WC-2002,2002 FIFA World Cup,Spain v Paraguay,Group stage,Spain,Paraguay,ESP,PRY,3,1,3-1,home team win,1,0,no,no,no,0-0,Jeonju World Cup Stadium,S-142,Jeonju World Cup Stadium,Jeonju,"Korea Republic, Japan",0.0,24000,18:00,,
2002,2002-06-07,WC-2002,2002 FIFA World Cup,Sweden v Nigeria,Group stage,Sweden,Nigeria,SWE,NGA,2,1,2-1,home team win,1,0,no,no,no,0-0,Kobe Wing Stadium,S-086,Kobe Wing Stadium,Kobe,"Korea Republic, Japan",0.0,36194,15:30,,
2002,2002-06-08,WC-2002,2002 FIFA World Cup,Brazil v China,Group stage,Brazil,China,BRA,CHN,4,0,4-0,home team win,1,0,no,no,no,0-0,Jeju World Cup Stadium,S-143,Jeju World Cup Stadium,Seogwipo,South Korea,0.0,,20:30,,
2002,2002-06-08,WC-2002,2002 FIFA World Cup,Italy v Croatia,Group stage,Italy,Croatia,ITA,HRV,1,2,1-2,away team win,0,1,no,no,no,0-0,Kashima Stadium,S-085,Kashima Stadium,Ibaraki,"Korea Republic, Japan",0.0,36472,18:00,,
2002,2002-06-08,WC-2002,2002 FIFA World Cup,South Africa v Slovenia,Group stage,South Africa,Slovenia,ZAF,SVN,1,0,1-0,home team win,1,0,no,no,no,0-0,Daegu World Cup Stadium,S-138,Daegu World Cup Stadium,Daegu,"Korea Republic, Japan",0.0,47226,15:30,,
2002,2002-06-09,WC-2002,2002 FIFA World Cup,Costa Rica v Turkey,Group stage,Costa Rica,Turkey,CRI,TUR,1,1,1-1,draw,0,0,yes,no,no,0-0,Incheon Munhak Stadium,S-141,Incheon Munhak Stadium,Incheon,South Korea,0.0,,18:00,,
2002,2002-06-09,WC-2002,2002 FIFA World Cup,Japan v Russia,Group stage,Japan,Russia,JPN,RUS,1,0,1-0,home team win,1,0,no,no,no,0-0,International Stadium Yokohama,S-094,International Stadium Yokohama,Yokohama,"Korea Republic, Japan",1.0,66108,20:30,,
2002,2002-06-09,WC-2002,2002 FIFA World Cup,Mexico v Ecuador,Group stage,Mexico,Ecuador,MEX,ECU,2,1,2-1,home team win,1,0,no,no,no,0-0,Miyagi Stadium,S-087,Miyagi Stadium,Miyagi,"Korea Republic, Japan",0.0,45610,15:30,,
2002,2002-06-10,WC-2002,2002 FIFA World Cup,Portugal v Poland,Group stage,Portugal,Poland,PRT,POL,4,0,4-0,home team win,1,0,no,no,no,0-0,Jeonju World Cup Stadium,S-142,Jeonju World Cup Stadium,Jeonju,"Korea Republic, Japan",0.0,31000,20:30,,
2002,2002-06-10,WC-2002,2002 FIFA World Cup,South Korea v United States,Group stage,South Korea,United States,KOR,USA,1,1,1-1,draw,0,0,yes,no,no,0-0,Daegu World Cup Stadium,S-138,Daegu World Cup Stadium,Daegu,"Korea Republic, Japan",1.0,60778,15:30,,
2002,2002-06-10,WC-2002,2002 FIFA World Cup,Tunisia v Belgium,Group stage,Tunisia,Belgium,TUN,BEL,1,1,1-1,draw,0,0,yes,no,no,0-0,?ita Stadium,S-089,?ita Stadium,?ita,"Korea Republic, Japan",0.0,39700,18:00,,
2002,2002-06-11,WC-2002,2002 FIFA World Cup,Cameroon v Germany,Group stage,Cameroon,Germany,CMR,DEU,0,2,0-2,away team win,0,1,no,no,no,0-0,Shizuoka Stadium ECOPA,S-093,Shizuoka Stadium ECOPA,Shizuoka,"Korea Republic, Japan",0.0,47085,20:30,,
2002,2002-06-11,WC-2002,2002 FIFA World Cup,Denmark v France,Group stage,Denmark,France,DNK,FRA,2,0,2-0,home team win,1,0,no,no,no,0-0,Incheon Munhak Stadium,S-141,Incheon Munhak Stadium,Incheon,"Korea Republic, Japan",0.0,48100,15:30,,
2002,2002-06-11,WC-2002,2002 FIFA World Cup,Saudi Arabia v Republic of Ireland,Group stage,Saudi Arabia,Republic of Ireland,SAU,IRL,0,3,0-3,away team win,0,1,no,no,no,0-0,International Stadium Yokohama,S-094,International Stadium Yokohama,Yokohama,"Korea Republic, Japan",0.0,65320,20:30,,
2002,2002-06-11,WC-2002,2002 FIFA World Cup,Senegal v Uruguay,Group stage,Senegal,Uruguay,SEN,URY,3,3,3-3,draw,0,0,yes,no,no,0-0,Suwon World Cup Stadium,S-145,Suwon World Cup Stadium,Suwon,"Korea Republic, Japan",0.0,33681,15:30,,
2002,2002-06-12,WC-2002,2002 FIFA World Cup,Nigeria v England,Group stage,Nigeria,England,NGA,ENG,0,0,0-0,draw,0,0,yes,no,no,0-0,Nagai Stadium,S-090,Nagai Stadium,Osaka,"Korea Republic, Japan",0.0,44864,15:30,,
2002,2002-06-12,WC-2002,2002 FIFA World Cup,Slovenia v Paraguay,Group stage,Slovenia,Paraguay,SVN,PRY,1,3,1-3,away team win,0,1,no,no,no,0-0,Jeju World Cup Stadium,S-143,Jeju World Cup Stadium,Seogwipo,"Korea Republic, Japan",0.0,30176,20:30,,
2002,2002-06-12,WC-2002,2002 FIFA World Cup,South Africa v Spain,Group stage,South Africa,Spain,ZAF,ESP,2,3,2-3,away team win,0,1,no,no,no,0-0,Daejeon World Cup Stadium,S-139,Daejeon World Cup Stadium,Daejeon,"Korea Republic, Japan",0.0,31024,20:30,,
2002,2002-06-12,WC-2002,2002 FIFA World Cup,Sweden v Argentina,Group stage,Sweden,Argentina,SWE,ARG,1,1,1-1,draw,0,0,yes,no,no,0-0,Miyagi Stadium,S-087,Miyagi Stadium,Miyagi,"Korea Republic, Japan",0.0,45777,15:30,,
2002,2002-06-13,WC-2002,2002 FIFA World Cup,Costa Rica v Brazil,Group stage,Costa Rica,Brazil,CRI,BRA,2,5,2-5,away team win,0,1,no,no,no,0-0,Suwon World Cup Stadium,S-145,Suwon World Cup Stadium,Suwon,"Korea Republic, Japan",0.0,38524,15:30,,
2002,2002-06-13,WC-2002,2002 FIFA World Cup,Ecuador v Croatia,Group stage,Ecuador,Croatia,ECU,HRV,1,0,1-0,home team win,1,0,no,no,no,0-0,International Stadium Yokohama,S-094,International Stadium Yokohama,Yokohama,"Korea Republic, Japan",0.0,65862,20:30,,
2002,2002-06-13,WC-2002,2002 FIFA World Cup,Mexico v Italy,Group stage,Mexico,Italy,MEX,ITA,1,1,1-1,draw,0,0,yes,no,no,0-0,?ita Stadium,S-089,?ita Stadium,?ita,"Korea Republic, Japan",0.0,39291,20:30,,
2002,2002-06-13,WC-2002,2002 FIFA World Cup,Turkey v China,Group stage,Turkey,China,TUR,CHN,3,0,3-0,home team win,1,0,no,no,no,0-0,Seoul World Cup Stadium,S-144,Seoul World Cup Stadium,Seoul,South Korea,0.0,,15:30,,
2002,2002-06-14,WC-2002,2002 FIFA World Cup,Belgium v Russia,Group stage,Belgium,Russia,BEL,RUS,3,2,3-2,home team win,1,0,no,no,no,0-0,Shizuoka Stadium ECOPA,S-093,Shizuoka Stadium ECOPA,Shizuoka,"Korea Republic, Japan",0.0,46640,15:30,,
2002,2002-06-14,WC-2002,2002 FIFA World Cup,Poland v United States,Group stage,Poland,United States,POL,USA,3,1,3-1,home team win,1,0,no,no,no,0-0,Daejeon World Cup Stadium,S-139,Daejeon World Cup Stadium,Daejeon,"Korea Republic, Japan",0.0,26482,20:30,,
2002,2002-06-15,WC-2002,2002 FIFA World Cup,Denmark v England,Round of 16,Denmark,England,DNK,ENG,0,3,0-3,away team win,0,1,no,no,no,0-0,Niigata Stadium,S-088,Niigata Stadium,Niigata,"Korea Republic, Japan",0.0,40582,20:30,,
2002,2002-06-15,WC-2002,2002 FIFA World Cup,Germany v Paraguay,Round of 16,Germany,Paraguay,DEU,PRY,1,0,1-0,home team win,1,0,no,no,no,0-0,Jeju World Cup Stadium,S-143,Jeju World Cup Stadium,Seogwipo,"Korea Republic, Japan",0.0,25176,15:30,,
2002,2002-06-16,WC-2002,2002 FIFA World Cup,Spain v Republic of Ireland,Round of 16,Spain,Republic of Ireland,ESP,IRL,1,1,1-1,home team win,1,0,no,yes,yes,3-2,Suwon World Cup Stadium,S-145,Suwon World Cup Stadium,Suwon,"Korea Republic, Japan",0.0,38926,20:30,,Spain won on penalty kicks following extra time
2002,2002-06-16,WC-2002,2002 FIFA World Cup,Sweden v Senegal,Round of 16,Sweden,Senegal,SWE,SEN,1,2,1-2,away team win,0,1,no,yes,no,0-0,?ita Stadium,S-089,?ita Stadium,?ita,"Korea Republic, Japan",0.0,39747,15:30,,Required Extra Time
